priceDate,market,minPrice,avgPrice,maxPrice
2021-11-16 00:00:00,강서농수산물시장,47500,48750,50000
2021-11-16 00:00:00,구리농수산물시장,35000,40000,45000
2021-11-16 00:00:00,노량진 1층,35000,41820,50000
2021-11-16 00:00:00,노량진 2층,30000,37500,50000
2021-11-16 00:00:00,소래포구종합어시장,40000,42500,45000
2021-11-16 00:00:00,수원농수산물시장,40000,42500,45000
2021-11-16 00:00:00,안양평촌농수산물시장,45000,46670,50000
2021-11-16 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-17 00:00:00,가락시장,40000,42500,45000
2021-11-17 00:00:00,강서농수산물시장,47500,48750,50000
2021-11-17 00:00:00,구리농수산물시장,35000,40000,45000
2021-11-17 00:00:00,노량진 1층,35000,41000,50000
2021-11-17 00:00:00,노량진 2층,30000,38000,50000
2021-11-17 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-17 00:00:00,소래포구종합어시장,40000,43330,45000
2021-11-17 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-17 00:00:00,안양평촌농수산물시장,45000,46670,50000
2021-11-17 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-18 00:00:00,가락시장,40000,43750,50000
2021-11-18 00:00:00,강서농수산물시장,47500,48750,50000
2021-11-18 00:00:00,구리농수산물시장,35000,40000,45000
2021-11-18 00:00:00,노량진 1층,35000,41360,50000
2021-11-18 00:00:00,노량진 2층,30000,38000,50000
2021-11-18 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-18 00:00:00,소래포구종합어시장,45000,45000,45000
2021-11-18 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-18 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-18 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-19 00:00:00,가락시장,42500,48125,52500
2021-11-19 00:00:00,강서농수산물시장,50000,50000,50000
2021-11-19 00:00:00,구리농수산물시장,35000,50000,60000
2021-11-19 00:00:00,노량진 1층,35000,41360,50000
2021-11-19 00:00:00,노량진 2층,30000,38000,50000
2021-11-19 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-19 00:00:00,소래포구종합어시장,40000,42500,45000
2021-11-19 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-19 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-19 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-20 00:00:00,가락시장,42500,48125,52500
2021-11-20 00:00:00,강서농수산물시장,50000,50000,50000
2021-11-20 00:00:00,구리농수산물시장,35000,40000,45000
2021-11-20 00:00:00,노량진 1층,35000,42000,50000
2021-11-20 00:00:00,노량진 2층,30000,38750,50000
2021-11-20 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-20 00:00:00,소래포구종합어시장,40000,43330,45000
2021-11-20 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-20 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-20 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-21 00:00:00,가락시장,42500,49165,52500
2021-11-21 00:00:00,강서농수산물시장,50000,50000,50000
2021-11-21 00:00:00,구리농수산물시장,35000,40000,45000
2021-11-21 00:00:00,노량진 1층,35000,41360,50000
2021-11-21 00:00:00,노량진 2층,30000,38000,50000
2021-11-21 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-21 00:00:00,소래포구종합어시장,40000,43330,45000
2021-11-21 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-22 00:00:00,가락시장,42500,49165,52500
2021-11-22 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-22 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-22 00:00:00,노량진 1층,35000,42080,50000
2021-11-22 00:00:00,노량진 2층,35000,41670,50000
2021-11-22 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-22 00:00:00,소래포구종합어시장,45000,45000,45000
2021-11-22 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-22 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-22 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-23 00:00:00,가락시장,42500,48125,52500
2021-11-23 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-23 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-23 00:00:00,노량진 1층,35000,42080,50000
2021-11-23 00:00:00,노량진 2층,35000,41670,50000
2021-11-23 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-23 00:00:00,소래포구종합어시장,40000,42500,45000
2021-11-23 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-23 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-24 00:00:00,가락시장,42500,47500,52500
2021-11-24 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-24 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-24 00:00:00,노량진 1층,35000,42080,50000
2021-11-24 00:00:00,노량진 2층,35000,41670,50000
2021-11-24 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-24 00:00:00,소래포구종합어시장,40000,43330,45000
2021-11-24 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-24 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-24 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-25 00:00:00,가락시장,42500,47500,52500
2021-11-25 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-25 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-25 00:00:00,노량진 1층,35000,43000,50000
2021-11-25 00:00:00,노량진 2층,35000,41670,50000
2021-11-25 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-25 00:00:00,소래포구종합어시장,40000,43330,45000
2021-11-25 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-25 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-25 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-26 00:00:00,가락시장,42500,47500,52500
2021-11-26 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-26 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-26 00:00:00,노량진 1층,35000,42080,50000
2021-11-26 00:00:00,노량진 2층,35000,42500,50000
2021-11-26 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-26 00:00:00,소래포구종합어시장,40000,42500,45000
2021-11-26 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-26 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-26 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-27 00:00:00,가락시장,42500,47500,52500
2021-11-27 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-27 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-27 00:00:00,노량진 1층,35000,42000,50000
2021-11-27 00:00:00,노량진 2층,35000,40000,50000
2021-11-27 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-27 00:00:00,소래포구종합어시장,40000,43330,45000
2021-11-27 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-27 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-27 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-28 00:00:00,가락시장,42500,47500,52500
2021-11-28 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-28 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-28 00:00:00,노량진 1층,30000,40910,50000
2021-11-28 00:00:00,노량진 2층,35000,41670,50000
2021-11-28 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-28 00:00:00,소래포구종합어시장,45000,45000,45000
2021-11-28 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-28 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-29 00:00:00,가락시장,40000,46670,60000
2021-11-29 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-29 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-29 00:00:00,노량진 1층,35000,40000,45000
2021-11-29 00:00:00,노량진 2층,35000,41670,50000
2021-11-29 00:00:00,소래포구종합어시장,40000,42500,45000
2021-11-29 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-29 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-29 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-11-30 00:00:00,가락시장,42500,47500,52500
2021-11-30 00:00:00,강서농수산물시장,50000,52500,55000
2021-11-30 00:00:00,구리농수산물시장,35000,35000,35000
2021-11-30 00:00:00,노량진 1층,35000,40835,45000
2021-11-30 00:00:00,노량진 2층,35000,41670,50000
2021-11-30 00:00:00,마포농수산물시장,40000,40000,40000
2021-11-30 00:00:00,소래포구종합어시장,40000,42500,45000
2021-11-30 00:00:00,수원농수산물시장,45000,45000,45000
2021-11-30 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-11-30 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-01 00:00:00,가락시장,42500,47500,52500
2021-12-01 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-01 00:00:00,구리농수산물시장,35000,35000,35000
2021-12-01 00:00:00,노량진 1층,35000,40000,45000
2021-12-01 00:00:00,노량진 2층,35000,41670,50000
2021-12-01 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-01 00:00:00,소래포구종합어시장,45000,45000,45000
2021-12-01 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-01 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-01 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-02 00:00:00,가락시장,42500,47500,52500
2021-12-02 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-02 00:00:00,구리농수산물시장,35000,35000,35000
2021-12-02 00:00:00,노량진 1층,35000,40000,45000
2021-12-02 00:00:00,노량진 2층,35000,41670,50000
2021-12-02 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-02 00:00:00,부산민락어민활어직판장,55000,55000,55000
2021-12-02 00:00:00,소래포구종합어시장,40000,42500,45000
2021-12-02 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-02 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-02 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-03 00:00:00,가락시장,40000,46670,60000
2021-12-03 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-03 00:00:00,구리농수산물시장,35000,35000,35000
2021-12-03 00:00:00,노량진 1층,35000,40000,45000
2021-12-03 00:00:00,노량진 2층,35000,40000,50000
2021-12-03 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-03 00:00:00,부산민락어민활어직판장,55000,55000,55000
2021-12-03 00:00:00,소래포구종합어시장,45000,45000,45000
2021-12-03 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-03 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-03 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-04 00:00:00,가락시장,42500,49165,52500
2021-12-04 00:00:00,강서농수산물시장,60000,60000,60000
2021-12-04 00:00:00,구리농수산물시장,35000,35000,35000
2021-12-04 00:00:00,노량진 1층,42500,45280,50000
2021-12-04 00:00:00,노량진 2층,35000,40000,50000
2021-12-04 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-04 00:00:00,부산민락어민활어직판장,55000,55000,55000
2021-12-04 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-04 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-04 00:00:00,안양평촌농수산물시장,50000,52500,55000
2021-12-04 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-05 00:00:00,가락시장,42500,47500,52500
2021-12-05 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-05 00:00:00,구리농수산물시장,35000,35000,35000
2021-12-05 00:00:00,노량진 1층,42500,45625,50000
2021-12-05 00:00:00,노량진 2층,35000,40000,50000
2021-12-05 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-05 00:00:00,부산민락어민활어직판장,55000,55000,55000
2021-12-05 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-05 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-06 00:00:00,가락시장,40000,46670,60000
2021-12-06 00:00:00,강서농수산물시장,60000,60000,60000
2021-12-06 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-06 00:00:00,노량진 1층,42500,46565,50000
2021-12-06 00:00:00,노량진 2층,35000,40000,50000
2021-12-06 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-06 00:00:00,부산민락어민활어직판장,55000,55000,55000
2021-12-06 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-06 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-06 00:00:00,안양평촌농수산물시장,50000,52500,55000
2021-12-06 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-07 00:00:00,가락시장,42500,45835,52500
2021-12-07 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-07 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-07 00:00:00,노량진 1층,35000,42220,50000
2021-12-07 00:00:00,노량진 2층,35000,40000,50000
2021-12-07 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-07 00:00:00,부산민락어민활어직판장,55000,55000,55000
2021-12-07 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-07 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-07 00:00:00,안양평촌농수산물시장,50000,52500,55000
2021-12-07 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-08 00:00:00,가락시장,42500,47500,52500
2021-12-08 00:00:00,강서농수산물시장,60000,60000,60000
2021-12-08 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-08 00:00:00,노량진 1층,37500,41110,45000
2021-12-08 00:00:00,노량진 2층,35000,40000,50000
2021-12-08 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-08 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-08 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-08 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-08 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-09 00:00:00,가락시장,42500,49165,52500
2021-12-09 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-09 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-09 00:00:00,노량진 1층,37500,41110,45000
2021-12-09 00:00:00,노량진 2층,35000,40000,50000
2021-12-09 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-09 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-09 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-09 00:00:00,안양평촌농수산물시장,55000,55000,55000
2021-12-09 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-10 00:00:00,가락시장,42500,48125,52500
2021-12-10 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-10 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-10 00:00:00,노량진 1층,37500,41110,45000
2021-12-10 00:00:00,노량진 2층,35000,40000,50000
2021-12-10 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-10 00:00:00,부산민락어민활어직판장,55000,55000,55000
2021-12-10 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-10 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-10 00:00:00,안양평촌농수산물시장,50000,52500,55000
2021-12-10 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-11 00:00:00,가락시장,42500,48125,52500
2021-12-11 00:00:00,강서농수산물시장,60000,60000,60000
2021-12-11 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-11 00:00:00,노량진 1층,35000,42000,50000
2021-12-11 00:00:00,노량진 2층,35000,40000,50000
2021-12-11 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-11 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-11 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-11 00:00:00,안양평촌농수산물시장,50000,52500,55000
2021-12-11 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-12 00:00:00,가락시장,42500,48125,52500
2021-12-12 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-12 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-12 00:00:00,노량진 1층,37500,41000,45000
2021-12-12 00:00:00,노량진 2층,35000,40000,50000
2021-12-12 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-12 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-12 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-12 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-12 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-13 00:00:00,가락시장,42500,49165,52500
2021-12-13 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-13 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-13 00:00:00,노량진 1층,37500,40555,45000
2021-12-13 00:00:00,노량진 2층,35000,40000,50000
2021-12-13 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-13 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-13 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-13 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-13 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-14 00:00:00,가락시장,42500,46665,52500
2021-12-14 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-14 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-14 00:00:00,노량진 1층,37500,41000,45000
2021-12-14 00:00:00,노량진 2층,35000,39000,50000
2021-12-14 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-14 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-14 00:00:00,안양평촌농수산물시장,50000,52500,55000
2021-12-14 00:00:00,인천종합연안부두어시장,40000,40000,40000
2021-12-15 00:00:00,가락시장,40000,50000,60000
2021-12-15 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-15 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-15 00:00:00,노량진 1층,37500,41000,45000
2021-12-15 00:00:00,노량진 2층,35000,39000,50000
2021-12-15 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-15 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-15 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-15 00:00:00,안양평촌농수산물시장,55000,55000,55000
2021-12-15 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-16 00:00:00,가락시장,42500,48750,52500
2021-12-16 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-16 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-16 00:00:00,노량진 1층,35000,40455,45000
2021-12-16 00:00:00,노량진 2층,35000,39000,50000
2021-12-16 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-16 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-16 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-16 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-16 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-17 00:00:00,가락시장,47500,50835,52500
2021-12-17 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-17 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-17 00:00:00,노량진 1층,35000,40455,45000
2021-12-17 00:00:00,노량진 2층,35000,39000,50000
2021-12-17 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-17 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-17 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-17 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-18 00:00:00,가락시장,42500,48750,52500
2021-12-18 00:00:00,강서농수산물시장,60000,60000,60000
2021-12-18 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-18 00:00:00,노량진 1층,35000,40455,45000
2021-12-18 00:00:00,노량진 2층,35000,39000,50000
2021-12-18 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-18 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-18 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-18 00:00:00,안양평촌농수산물시장,50000,52500,55000
2021-12-18 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-19 00:00:00,가락시장,42500,48750,52500
2021-12-19 00:00:00,강서농수산물시장,50000,52500,55000
2021-12-19 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-19 00:00:00,노량진 1층,35000,40500,45000
2021-12-19 00:00:00,노량진 2층,35000,39000,50000
2021-12-19 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-19 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-19 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-20 00:00:00,가락시장,42500,48750,52500
2021-12-20 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-20 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-20 00:00:00,노량진 1층,35000,40455,45000
2021-12-20 00:00:00,노량진 2층,35000,38330,50000
2021-12-20 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-20 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-20 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-20 00:00:00,안양평촌농수산물시장,55000,55000,55000
2021-12-20 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-21 00:00:00,가락시장,42500,47500,52500
2021-12-21 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-21 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-21 00:00:00,노량진 1층,37500,41000,45000
2021-12-21 00:00:00,노량진 2층,35000,38330,50000
2021-12-21 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-21 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-21 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-21 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-22 00:00:00,가락시장,42500,48750,52500
2021-12-22 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-22 00:00:00,노량진 1층,35000,40455,45000
2021-12-22 00:00:00,노량진 2층,35000,38330,50000
2021-12-22 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-22 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-22 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-22 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-22 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-23 00:00:00,가락시장,47500,50835,52500
2021-12-23 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-23 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-23 00:00:00,노량진 1층,35000,40455,45000
2021-12-23 00:00:00,노량진 2층,35000,38000,50000
2021-12-23 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-23 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-23 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-23 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-24 00:00:00,가락시장,42500,48750,52500
2021-12-24 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-24 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-24 00:00:00,노량진 1층,35000,40455,45000
2021-12-24 00:00:00,노량진 2층,35000,38330,50000
2021-12-24 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-24 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-24 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-24 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-25 00:00:00,가락시장,42500,48750,52500
2021-12-25 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-25 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-25 00:00:00,노량진 1층,35000,40500,45000
2021-12-25 00:00:00,노량진 2층,35000,38000,50000
2021-12-25 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-25 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-25 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-25 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-25 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-26 00:00:00,가락시장,40000,50000,60000
2021-12-26 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-26 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-26 00:00:00,노량진 1층,35000,40500,45000
2021-12-26 00:00:00,노량진 2층,35000,38330,50000
2021-12-26 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-26 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-26 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-26 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-27 00:00:00,가락시장,40000,50000,60000
2021-12-27 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-27 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-27 00:00:00,노량진 1층,35000,40500,45000
2021-12-27 00:00:00,노량진 2층,35000,38000,50000
2021-12-27 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-27 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-27 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-27 00:00:00,안양평촌농수산물시장,50000,50000,50000
2021-12-27 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-28 00:00:00,가락시장,42500,48750,52500
2021-12-28 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-28 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-28 00:00:00,노량진 1층,37500,41000,45000
2021-12-28 00:00:00,노량진 2층,35000,38330,50000
2021-12-28 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-28 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-28 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-29 00:00:00,가락시장,42500,49165,52500
2021-12-29 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-29 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-29 00:00:00,노량진 1층,35000,40455,45000
2021-12-29 00:00:00,노량진 2층,35000,38330,50000
2021-12-29 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-29 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-29 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-29 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-30 00:00:00,가락시장,42500,48750,52500
2021-12-30 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-30 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-30 00:00:00,노량진 1층,35000,40455,45000
2021-12-30 00:00:00,노량진 2층,35000,38330,50000
2021-12-30 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-30 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-30 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-30 00:00:00,인천종합연안부두어시장,45000,45000,45000
2021-12-31 00:00:00,가락시장,47500,50835,52500
2021-12-31 00:00:00,강서농수산물시장,50000,50000,50000
2021-12-31 00:00:00,구리농수산물시장,45000,45000,45000
2021-12-31 00:00:00,노량진 1층,35000,40750,45000
2021-12-31 00:00:00,노량진 2층,35000,38000,50000
2021-12-31 00:00:00,마포농수산물시장,40000,40000,40000
2021-12-31 00:00:00,소래포구종합어시장,40000,40000,40000
2021-12-31 00:00:00,수원농수산물시장,45000,45000,45000
2021-12-31 00:00:00,인천종합연안부두어시장,45000,45000,45000
2022-01-01 00:00:00,가락시장,42500,49165,52500
2022-01-01 00:00:00,강서농수산물시장,50000,50000,50000
2022-01-01 00:00:00,구리농수산물시장,45000,45000,45000
2022-01-01 00:00:00,노량진 1층,35000,41360,50000
2022-01-01 00:00:00,노량진 2층,35000,38330,50000
2022-01-01 00:00:00,마포농수산물시장,40000,40000,40000
2022-01-01 00:00:00,소래포구종합어시장,40000,40000,40000
2022-01-01 00:00:00,수원농수산물시장,45000,45000,45000
