priceDate,minPrice,avgPrice,maxPrice,item,market
2018-01-10,30000,35000,40000,광어,가락
2018-01-11,30000,35000,40000,광어,가락
2018-01-12,30000,35000,40000,광어,가락
2018-01-13,30000,35000,40000,광어,가락
2018-01-15,30000,35000,40000,광어,가락
2018-01-16,30000,34380,40000,광어,가락
2018-01-17,30000,34380,40000,광어,가락
2018-01-18,30000,34380,40000,광어,가락
2018-01-19,30000,34380,40000,광어,가락
2018-01-20,30000,34380,40000,광어,가락
2018-01-22,30000,34380,40000,광어,가락
2018-01-23,30000,34380,40000,광어,가락
2018-01-24,30000,34380,40000,광어,가락
2018-01-25,30000,34380,40000,광어,가락
2018-01-26,30000,34380,40000,광어,가락
2018-01-27,30000,34380,40000,광어,가락
2018-01-29,30000,34170,40000,광어,가락
2018-01-30,30000,34380,40000,광어,가락
2018-01-31,30000,34380,40000,광어,가락
2018-02-01,30000,34380,40000,광어,가락
2018-02-02,30000,34380,40000,광어,가락
2018-02-03,30000,34380,40000,광어,가락
2018-02-05,30000,34380,40000,광어,가락
2018-02-06,30000,34380,40000,광어,가락
2018-02-07,30000,34380,40000,광어,가락
2018-02-08,30000,33750,40000,광어,가락
2018-02-09,30000,33750,40000,광어,가락
2018-02-10,30000,33750,40000,광어,가락
2018-02-12,30000,33750,40000,광어,가락
2018-02-13,30000,33750,40000,광어,가락
2018-02-14,30000,33750,40000,광어,가락
2018-02-19,30000,33750,40000,광어,가락
2018-02-20,30000,33750,40000,광어,가락
2018-02-21,30000,33750,40000,광어,가락
2018-02-22,30000,33750,40000,광어,가락
2018-02-23,30000,33750,40000,광어,가락
2018-02-24,30000,33570,40000,광어,가락
2018-02-26,30000,33750,40000,광어,가락
2018-02-27,30000,33750,40000,광어,가락
2018-02-28,30000,34290,40000,광어,가락
2018-03-02,30000,33750,40000,광어,가락
2018-03-03,30000,33570,40000,광어,가락
2018-03-05,30000,33750,40000,광어,가락
2018-03-06,30000,33750,40000,광어,가락
2018-03-07,30000,33750,40000,광어,가락
2018-03-08,30000,33750,40000,광어,가락
2018-03-09,30000,33750,40000,광어,가락
2018-03-10,30000,33750,40000,광어,가락
2018-03-12,30000,33750,40000,광어,가락
2018-03-13,30000,33750,40000,광어,가락
2018-03-14,30000,34290,40000,광어,가락
2018-03-15,30000,34290,40000,광어,가락
2018-03-16,30000,33750,40000,광어,가락
2018-03-17,30000,33750,40000,광어,가락
2018-03-19,30000,33750,40000,광어,가락
2018-03-20,30000,33750,40000,광어,가락
2018-03-21,30000,33750,40000,광어,가락
2018-03-22,30000,33750,40000,광어,가락
2018-03-23,30000,33750,40000,광어,가락
2018-03-24,30000,33750,40000,광어,가락
2018-03-26,30000,33750,40000,광어,가락
2018-03-27,30000,33750,40000,광어,가락
2018-03-28,30000,33750,40000,광어,가락
2018-03-29,30000,33750,40000,광어,가락
2018-03-30,30000,33750,40000,광어,가락
2018-03-31,30000,33750,40000,광어,가락
2018-04-01,35000,35000,35000,광어,가락
2018-04-02,30000,33750,40000,광어,가락
2018-04-03,30000,33750,40000,광어,가락
2018-04-04,30000,33750,40000,광어,가락
2018-04-05,30000,33750,40000,광어,가락
2018-04-06,30000,33750,40000,광어,가락
2018-04-07,30000,33750,40000,광어,가락
2018-04-09,30000,33750,40000,광어,가락
2018-04-10,30000,34380,40000,광어,가락
2018-04-11,30000,34380,40000,광어,가락
2018-04-12,30000,34380,40000,광어,가락
2018-04-13,30000,34380,40000,광어,가락
2018-04-14,30000,34380,40000,광어,가락
2018-04-16,30000,34380,40000,광어,가락
2018-04-17,30000,34380,40000,광어,가락
2018-04-18,30000,34380,40000,광어,가락
2018-04-19,30000,34380,40000,광어,가락
2018-04-20,30000,34380,40000,광어,가락
2018-04-21,30000,34380,40000,광어,가락
2018-04-23,30000,35000,40000,광어,가락
2018-04-24,30000,35000,40000,광어,가락
2018-04-25,30000,35000,40000,광어,가락
2018-04-26,30000,35000,40000,광어,가락
2018-04-27,30000,35000,40000,광어,가락
2018-04-28,30000,35000,40000,광어,가락
2018-04-30,30000,35000,40000,광어,가락
2018-05-01,35000,35000,35000,광어,가락
2018-05-02,30000,35000,40000,광어,가락
2018-05-03,30000,35000,40000,광어,가락
2018-05-04,30000,35000,40000,광어,가락
2018-05-05,30000,35000,40000,광어,가락
2018-05-08,30000,35000,40000,광어,가락
2018-05-09,30000,35000,40000,광어,가락
2018-05-10,30000,35000,40000,광어,가락
2018-05-11,30000,35000,40000,광어,가락
2018-05-12,30000,35000,40000,광어,가락
2018-05-14,30000,35000,40000,광어,가락
2018-05-15,30000,35000,40000,광어,가락
2018-05-16,30000,35000,40000,광어,가락
2018-05-17,30000,35000,40000,광어,가락
2018-05-18,30000,34750,40000,광어,가락
2018-05-19,30000,35000,40000,광어,가락
2018-05-21,30000,34380,35000,광어,가락
2018-05-23,30000,34380,35000,광어,가락
2018-05-24,30000,34380,35000,광어,가락
2018-05-25,30000,34380,35000,광어,가락
2018-05-26,30000,34380,35000,광어,가락
2018-05-28,30000,34380,35000,광어,가락
2018-05-29,30000,34380,35000,광어,가락
2018-05-30,30000,34380,35000,광어,가락
2018-05-31,30000,34380,35000,광어,가락
2018-06-01,30000,34380,35000,광어,가락
2018-06-02,30000,34380,35000,광어,가락
2018-06-04,30000,34380,35000,광어,가락
2018-06-05,30000,34380,35000,광어,가락
2018-06-07,30000,34380,35000,광어,가락
2018-06-08,30000,34380,35000,광어,가락
2018-06-09,30000,34380,35000,광어,가락
2018-06-11,30000,34380,35000,광어,가락
2018-06-12,30000,34380,35000,광어,가락
2018-06-14,30000,34380,35000,광어,가락
2018-06-15,30000,34290,35000,광어,가락
2018-06-16,30000,34380,35000,광어,가락
2018-06-18,30000,34380,35000,광어,가락
2018-06-19,30000,34290,35000,광어,가락
2018-06-20,30000,34380,35000,광어,가락
2018-06-21,30000,34380,35000,광어,가락
2018-06-22,30000,34380,35000,광어,가락
2018-06-23,30000,34380,35000,광어,가락
2018-06-25,30000,34290,35000,광어,가락
2018-06-26,30000,34380,35000,광어,가락
2018-06-27,30000,34380,35000,광어,가락
2018-06-28,30000,34380,35000,광어,가락
2018-06-29,30000,34380,35000,광어,가락
2018-06-30,30000,34290,35000,광어,가락
2018-07-02,30000,34290,35000,광어,가락
2018-07-03,30000,34380,35000,광어,가락
2018-07-04,30000,34290,35000,광어,가락
2018-07-05,30000,34380,35000,광어,가락
2018-07-06,30000,34380,35000,광어,가락
2018-07-07,30000,35000,40000,광어,가락
2018-07-09,32000,35220,40000,광어,가락
2018-07-10,32000,35220,40000,광어,가락
2018-07-11,32000,35220,40000,광어,가락
2018-07-12,32000,35220,40000,광어,가락
2018-07-13,32000,35220,40000,광어,가락
2018-07-14,32000,35220,40000,광어,가락
2018-07-16,32000,35220,40000,광어,가락
2018-07-17,32000,35250,40000,광어,가락
2018-07-18,32000,35220,40000,광어,가락
2018-07-19,32000,35220,40000,광어,가락
2018-07-20,32000,35250,40000,광어,가락
2018-07-21,32000,35220,40000,광어,가락
2018-07-23,32000,35220,40000,광어,가락
2018-07-24,32000,35250,40000,광어,가락
2018-07-25,32000,35220,40000,광어,가락
2018-07-26,32000,35220,40000,광어,가락
2018-07-27,32000,35220,40000,광어,가락
2018-07-28,35000,35630,40000,광어,가락
2018-07-30,32000,35220,40000,광어,가락
2018-07-31,32000,35220,40000,광어,가락
2018-08-01,32000,35220,40000,광어,가락
2018-08-02,32000,35220,40000,광어,가락
2018-08-03,35000,35000,35000,광어,가락
2018-08-06,32000,35220,40000,광어,가락
2018-08-07,32000,35220,40000,광어,가락
2018-08-08,32000,35220,40000,광어,가락
2018-08-09,32000,35220,40000,광어,가락
2018-08-10,32000,35220,40000,광어,가락
2018-08-11,32000,35220,40000,광어,가락
2018-08-13,32000,35220,40000,광어,가락
2018-08-14,32000,35220,40000,광어,가락
2018-08-15,32000,32000,32000,광어,가락
2018-08-16,32000,35220,40000,광어,가락
2018-08-17,32000,35220,40000,광어,가락
2018-08-18,32000,35250,40000,광어,가락
2018-08-20,32000,35220,40000,광어,가락
2018-08-21,32000,35220,40000,광어,가락
2018-08-22,32000,35220,40000,광어,가락
2018-08-23,32000,35780,40000,광어,가락
2018-08-24,32000,35220,40000,광어,가락
2018-08-25,32000,35220,40000,광어,가락
2018-08-27,32000,35220,40000,광어,가락
2018-08-28,32000,35220,40000,광어,가락
2018-08-29,32000,35220,40000,광어,가락
2018-08-30,32000,35220,40000,광어,가락
2018-08-31,32000,35220,40000,광어,가락
2018-09-01,32000,35220,40000,광어,가락
2018-09-03,32000,35220,40000,광어,가락
2018-09-04,32000,35220,40000,광어,가락
2018-09-05,32000,35220,40000,광어,가락
2018-09-06,32000,34570,35000,광어,가락
2018-09-07,32000,34630,35000,광어,가락
2018-09-08,35000,35630,40000,광어,가락
2018-09-10,32000,35220,40000,광어,가락
2018-09-11,32000,35220,40000,광어,가락
2018-09-12,32000,35220,40000,광어,가락
2018-09-13,32000,35200,40000,광어,가락
2018-09-14,32000,35200,40000,광어,가락
2018-09-15,32000,35200,40000,광어,가락
2018-09-17,32000,35200,40000,광어,가락
2018-09-18,32000,35200,40000,광어,가락
2018-09-19,32000,35200,40000,광어,가락
2018-09-20,32000,35200,40000,광어,가락
2018-09-21,32000,35200,40000,광어,가락
2018-09-22,32000,35200,40000,광어,가락
2018-09-23,35000,35000,35000,광어,가락
2018-09-27,32000,35200,40000,광어,가락
2018-09-28,32000,35200,40000,광어,가락
2018-09-29,32000,35200,40000,광어,가락
2018-10-01,32000,35200,40000,광어,가락
2018-10-02,32000,35200,40000,광어,가락
2018-10-03,35000,35000,35000,광어,가락
2018-10-04,32000,35200,40000,광어,가락
2018-10-05,32000,35200,40000,광어,가락
2018-10-06,32000,35200,40000,광어,가락
2018-10-08,32000,35200,40000,광어,가락
2018-10-10,32000,35200,40000,광어,가락
2018-10-11,32000,35200,40000,광어,가락
2018-10-12,32000,35200,40000,광어,가락
2018-10-13,32000,35200,40000,광어,가락
2018-10-14,35000,35000,35000,광어,가락
2018-10-15,32000,35200,40000,광어,가락
2018-10-16,32000,35200,40000,광어,가락
2018-10-17,32000,35200,40000,광어,가락
2018-10-18,32000,35200,40000,광어,가락
2018-10-19,32000,35200,40000,광어,가락
2018-10-20,32000,35200,40000,광어,가락
2018-10-22,32000,35200,40000,광어,가락
2018-10-23,32000,35200,40000,광어,가락
2018-10-24,32000,35200,40000,광어,가락
2018-10-25,32000,35200,40000,광어,가락
2018-10-26,32000,35200,40000,광어,가락
2018-10-27,32000,35200,40000,광어,가락
2018-10-29,32000,35200,40000,광어,가락
2018-10-30,32000,35220,40000,광어,가락
2018-10-31,32000,35220,40000,광어,가락
2018-11-01,32000,35220,40000,광어,가락
2018-11-02,32000,35220,40000,광어,가락
2018-11-03,32000,35220,40000,광어,가락
2018-11-05,32000,35220,40000,광어,가락
2018-11-06,32000,34630,35000,광어,가락
2018-11-07,32000,35220,40000,광어,가락
2018-11-08,32000,35220,40000,광어,가락
2018-11-09,32000,35220,40000,광어,가락
2018-11-10,32000,35220,40000,광어,가락
2018-11-12,32000,35220,40000,광어,가락
2018-11-13,32000,35220,40000,광어,가락
2018-11-14,32000,35220,40000,광어,가락
2018-11-15,32000,35220,40000,광어,가락
2018-11-16,32000,35220,40000,광어,가락
2018-11-17,32000,35220,40000,광어,가락
2018-11-19,32000,35220,40000,광어,가락
2018-11-20,32000,35220,40000,광어,가락
2018-11-21,32000,35220,40000,광어,가락
2018-11-22,32000,35220,40000,광어,가락
2018-11-23,32000,35220,40000,광어,가락
2018-11-24,32000,35220,40000,광어,가락
2018-11-26,32000,35220,40000,광어,가락
2018-11-27,32000,35220,40000,광어,가락
2018-11-28,32000,35220,40000,광어,가락
2018-11-29,32000,35220,40000,광어,가락
2018-11-30,32000,35220,40000,광어,가락
2018-12-01,32000,35250,40000,광어,가락
2018-12-03,32000,35220,40000,광어,가락
2018-12-04,32000,35220,40000,광어,가락
2018-12-05,32000,35220,40000,광어,가락
2018-12-06,32000,35220,40000,광어,가락
2018-12-07,32000,35220,40000,광어,가락
2018-12-08,32000,35220,40000,광어,가락
2018-12-10,32000,35220,40000,광어,가락
2018-12-11,32000,35220,40000,광어,가락
2018-12-12,32000,35220,40000,광어,가락
2018-12-13,32000,35220,40000,광어,가락
2018-12-14,32000,35220,40000,광어,가락
2018-12-15,32000,35220,40000,광어,가락
2018-12-17,30000,34670,40000,광어,가락
2018-12-18,30000,34670,40000,광어,가락
2018-12-19,30000,34670,40000,광어,가락
2018-12-20,30000,34670,40000,광어,가락
2018-12-21,30000,34700,40000,광어,가락
2018-12-22,30000,34700,40000,광어,가락
2018-12-24,30000,34700,40000,광어,가락
2018-12-26,30000,34700,40000,광어,가락
2018-12-27,30000,34700,40000,광어,가락
2018-12-28,30000,34700,40000,광어,가락
2018-12-29,30000,34700,40000,광어,가락
2018-12-31,30000,34630,40000,광어,가락
2019-01-02,30000,34700,40000,광어,가락
2019-01-03,30000,34700,40000,광어,가락
2019-01-04,30000,34700,40000,광어,가락
2019-01-05,30000,34700,40000,광어,가락
2019-01-07,30000,34700,40000,광어,가락
2019-01-08,30000,34700,40000,광어,가락
2019-01-09,30000,34700,40000,광어,가락
2019-01-10,30000,34700,40000,광어,가락
2019-01-11,30000,34700,40000,광어,가락
2019-01-12,30000,34700,40000,광어,가락
2019-01-14,30000,34700,40000,광어,가락
2019-01-15,30000,34700,40000,광어,가락
2019-01-16,30000,34700,40000,광어,가락
2019-01-17,30000,34700,40000,광어,가락
2019-01-18,30000,34700,40000,광어,가락
2019-01-19,30000,34700,40000,광어,가락
2019-01-21,30000,34200,40000,광어,가락
2019-01-22,30000,34200,40000,광어,가락
2019-01-23,30000,34200,40000,광어,가락
2019-01-24,30000,34200,40000,광어,가락
2019-01-25,30000,34200,40000,광어,가락
2019-01-26,30000,34200,40000,광어,가락
2019-01-28,30000,34200,40000,광어,가락
2019-01-29,30000,34000,40000,광어,가락
2019-01-30,30000,34000,40000,광어,가락
2019-01-31,30000,34000,40000,광어,가락
2019-02-01,30000,34000,40000,광어,가락
2019-02-02,30000,34000,40000,광어,가락
2019-02-07,30000,34000,40000,광어,가락
2019-02-08,30000,34000,40000,광어,가락
2019-02-09,30000,34000,40000,광어,가락
2019-02-11,30000,34000,40000,광어,가락
2019-02-12,30000,34000,40000,광어,가락
2019-02-13,30000,34000,40000,광어,가락
2019-02-14,30000,34000,40000,광어,가락
2019-02-15,30000,34000,40000,광어,가락
2019-02-16,30000,34000,40000,광어,가락
2019-02-18,30000,34000,40000,광어,가락
2019-02-19,30000,34000,40000,광어,가락
2019-02-20,30000,33140,35000,광어,가락
2019-02-21,30000,33140,35000,광어,가락
2019-02-22,30000,33140,35000,광어,가락
2019-02-23,30000,32430,35000,광어,가락
2019-02-25,30000,32830,35000,광어,가락
2019-02-26,30000,32000,35000,광어,가락
2019-02-27,30000,32400,35000,광어,가락
2019-02-28,30000,32000,35000,광어,가락
2019-03-02,30000,32000,35000,광어,가락
2019-03-04,30000,32000,35000,광어,가락
2019-03-05,30000,32000,35000,광어,가락
2019-03-06,30000,30500,32000,광어,가락
2019-03-07,25000,29000,32000,광어,가락
2019-03-08,25000,29250,32000,광어,가락
2019-03-09,25000,29000,32000,광어,가락
2019-03-11,25000,29250,32000,광어,가락
2019-03-12,25000,29000,32000,광어,가락
2019-03-13,25000,29250,32000,광어,가락
2019-03-14,25000,29000,32000,광어,가락
2019-03-15,25000,29250,32000,광어,가락
2019-03-16,25000,29000,32000,광어,가락
2019-03-18,25000,29250,32000,광어,가락
2019-03-19,25000,29250,32000,광어,가락
2019-03-20,25000,29250,32000,광어,가락
2019-03-21,25000,29250,32000,광어,가락
2019-03-22,25000,29250,32000,광어,가락
2019-03-23,25000,29000,32000,광어,가락
2019-03-25,25000,29250,32000,광어,가락
2019-03-26,25000,29250,32000,광어,가락
2019-03-27,25000,29250,32000,광어,가락
2019-03-28,25000,29250,32000,광어,가락
2019-03-29,25000,29250,32000,광어,가락
2019-03-30,25000,29250,32000,광어,가락
2019-04-01,25000,29250,32000,광어,가락
2019-04-02,25000,29250,32000,광어,가락
2019-04-03,25000,29250,32000,광어,가락
2019-04-04,25000,29250,32000,광어,가락
2019-04-05,25000,29250,32000,광어,가락
2019-04-06,25000,29250,32000,광어,가락
2019-04-07,25000,29000,32000,광어,가락
2019-04-08,25000,29000,32000,광어,가락
2019-04-09,25000,29250,32000,광어,가락
2019-04-10,25000,29250,32000,광어,가락
2019-04-11,25000,29250,32000,광어,가락
2019-04-12,25000,29000,32000,광어,가락
2019-04-13,25000,28330,30000,광어,가락
2019-04-14,25000,29000,32000,광어,가락
2019-04-15,25000,29250,32000,광어,가락
2019-04-16,25000,29250,32000,광어,가락
2019-04-17,25000,29000,32000,광어,가락
2019-04-18,25000,29250,32000,광어,가락
2019-04-19,25000,29000,32000,광어,가락
2019-04-20,25000,27500,30000,광어,가락
2019-04-21,25000,29000,32000,광어,가락
2019-04-22,25000,29250,32000,광어,가락
2019-04-23,25000,29250,32000,광어,가락
2019-04-24,25000,29250,32000,광어,가락
2019-04-25,25000,29250,32000,광어,가락
2019-04-26,30000,30670,32000,광어,가락
2019-04-27,25000,29250,32000,광어,가락
2019-04-28,25000,29000,32000,광어,가락
2019-04-29,25000,29250,32000,광어,가락
2019-04-30,25000,29250,32000,광어,가락
2019-05-01,25000,29000,32000,광어,가락
2019-05-02,25000,29250,32000,광어,가락
2019-05-03,25000,29250,32000,광어,가락
2019-05-04,25000,29000,32000,광어,가락
2019-05-06,25000,29000,32000,광어,가락
2019-05-07,25000,29250,32000,광어,가락
2019-05-08,25000,29250,32000,광어,가락
2019-05-09,25000,29000,32000,광어,가락
2019-05-10,25000,29250,32000,광어,가락
2019-05-11,25000,29000,32000,광어,가락
2019-05-13,25000,29250,32000,광어,가락
2019-05-14,25000,29250,32000,광어,가락
2019-05-15,25000,29250,32000,광어,가락
2019-05-16,25000,29250,32000,광어,가락
2019-05-17,25000,29000,32000,광어,가락
2019-05-18,25000,29000,32000,광어,가락
2019-05-19,25000,29000,32000,광어,가락
2019-05-20,25000,29250,32000,광어,가락
2019-05-21,25000,29250,32000,광어,가락
2019-05-22,25000,28330,30000,광어,가락
2019-05-23,25000,29000,32000,광어,가락
2019-05-24,25000,29250,32000,광어,가락
2019-05-25,25000,29250,32000,광어,가락
2019-05-26,25000,27500,30000,광어,가락
2019-05-27,25000,29000,32000,광어,가락
2019-05-28,25000,29250,32000,광어,가락
2019-05-29,25000,29000,32000,광어,가락
2019-05-30,25000,29250,32000,광어,가락
2019-05-31,25000,29000,32000,광어,가락
2019-06-01,25000,29000,32000,광어,가락
2019-06-02,25000,27500,30000,광어,가락
2019-06-03,25000,27500,30000,광어,가락
2019-06-04,25000,28330,30000,광어,가락
2019-06-05,25000,27500,30000,광어,가락
2019-06-07,25000,29000,32000,광어,가락
2019-06-08,25000,28330,30000,광어,가락
2019-06-09,25000,29000,32000,광어,가락
2019-06-10,25000,27500,30000,광어,가락
2019-06-11,25000,29250,32000,광어,가락
2019-06-12,25000,29000,32000,광어,가락
2019-06-13,25000,27500,30000,광어,가락
2019-06-14,25000,29000,32000,광어,가락
2019-06-15,25000,27500,30000,광어,가락
2019-06-16,25000,29000,32000,광어,가락
2019-06-17,25000,29000,32000,광어,가락
2019-06-18,25000,29250,32000,광어,가락
2019-06-19,25000,29000,32000,광어,가락
2019-06-20,25000,29250,32000,광어,가락
2019-06-21,25000,29250,32000,광어,가락
2019-06-22,25000,29000,32000,광어,가락
2019-06-23,25000,29250,32000,광어,가락
2019-06-24,28000,30000,32000,광어,가락
2019-06-25,28000,30000,32000,광어,가락
2019-06-26,28000,30000,32000,광어,가락
2019-06-27,28000,30000,32000,광어,가락
2019-06-28,28000,30000,32000,광어,가락
2019-06-29,28000,30000,32000,광어,가락
2019-06-30,28000,30000,32000,광어,가락
2019-07-01,28000,30000,32000,광어,가락
2019-07-02,28000,30000,32000,광어,가락
2019-07-03,28000,30000,32000,광어,가락
2019-07-04,28000,30000,32000,광어,가락
2019-07-05,28000,30000,32000,광어,가락
2019-07-06,28000,30000,32000,광어,가락
2019-07-07,28000,29000,30000,광어,가락
2019-07-08,28000,30000,32000,광어,가락
2019-07-09,28000,30000,32000,광어,가락
2019-07-10,28000,30000,32000,광어,가락
2019-07-11,28000,30000,32000,광어,가락
2019-07-12,28000,30000,32000,광어,가락
2019-07-13,28000,30000,32000,광어,가락
2019-07-14,28000,30000,32000,광어,가락
2019-07-15,28000,29000,30000,광어,가락
2019-07-16,28000,30000,32000,광어,가락
2019-07-17,30000,31000,32000,광어,가락
2019-07-18,30000,31000,32000,광어,가락
2019-07-19,28000,30000,32000,광어,가락
2019-07-20,28000,30000,32000,광어,가락
2019-07-21,28000,30000,32000,광어,가락
2019-07-22,28000,30000,32000,광어,가락
2019-07-23,28000,30000,32000,광어,가락
2019-07-24,28000,30000,32000,광어,가락
2019-07-25,28000,30000,32000,광어,가락
2019-07-26,28000,30000,32000,광어,가락
2019-07-27,28000,30000,32000,광어,가락
2019-07-28,28000,30000,32000,광어,가락
2019-07-29,28000,30000,32000,광어,가락
2019-07-30,28000,30000,32000,광어,가락
2019-07-31,28000,30000,32000,광어,가락
2019-08-01,28000,30000,32000,광어,가락
2019-08-02,28000,30000,32000,광어,가락
2019-08-03,28000,29000,30000,광어,가락
2019-08-04,28000,30000,32000,광어,가락
2019-08-05,28000,30000,32000,광어,가락
2019-08-06,28000,30000,32000,광어,가락
2019-08-07,28000,30000,32000,광어,가락
2019-08-08,28000,30000,32000,광어,가락
2019-08-09,28000,30000,32000,광어,가락
2019-08-10,28000,30000,32000,광어,가락
2019-08-11,28000,30000,32000,광어,가락
2019-08-12,28000,30000,32000,광어,가락
2019-08-13,28000,30000,32000,광어,가락
2019-08-14,28000,30000,32000,광어,가락
2019-08-16,28000,30000,32000,광어,가락
2019-08-17,28000,30000,32000,광어,가락
2019-08-18,28000,30000,32000,광어,가락
2019-08-19,28000,30000,32000,광어,가락
2019-08-20,28000,30000,32000,광어,가락
2019-08-21,28000,30000,32000,광어,가락
2019-08-22,28000,30000,32000,광어,가락
2019-08-23,28000,30000,32000,광어,가락
2019-08-24,28000,30000,32000,광어,가락
2019-08-25,28000,30000,32000,광어,가락
2019-08-26,28000,30000,32000,광어,가락
2019-08-27,28000,30000,32000,광어,가락
2019-08-28,28000,30000,32000,광어,가락
2019-08-29,28000,30000,32000,광어,가락
2019-08-30,28000,30000,32000,광어,가락
2019-08-31,28000,30000,32000,광어,가락
2019-09-01,28000,30000,32000,광어,가락
2019-09-02,28000,30000,32000,광어,가락
2019-09-03,28000,30000,32000,광어,가락
2019-09-04,28000,30000,32000,광어,가락
2019-09-05,28000,30000,32000,광어,가락
2019-09-06,28000,30000,32000,광어,가락
2019-09-07,28000,30000,32000,광어,가락
2019-09-08,28000,30000,32000,광어,가락
2019-09-09,28000,30000,32000,광어,가락
2019-09-10,28000,30000,32000,광어,가락
2019-09-11,28000,30000,32000,광어,가락
2019-09-12,28000,30000,32000,광어,가락
2019-09-15,28000,30000,32000,광어,가락
2019-09-16,28000,30000,32000,광어,가락
2019-09-17,28000,30000,32000,광어,가락
2019-09-18,28000,30750,35000,광어,가락
2019-09-19,28000,32270,35000,광어,가락
2019-09-20,28000,32500,35000,광어,가락
2019-09-21,28000,32220,35000,광어,가락
2019-09-22,28000,32270,35000,광어,가락
2019-09-23,28000,32500,35000,광어,가락
2019-09-24,28000,32500,35000,광어,가락
2019-09-25,28000,32560,35000,광어,가락
2019-09-26,28000,32560,35000,광어,가락
2019-09-27,28000,32880,35000,광어,가락
2019-09-28,28000,32500,35000,광어,가락
2019-09-29,28000,32000,35000,광어,가락
2019-09-30,28000,32220,35000,광어,가락
2019-10-01,28000,33130,35000,광어,가락
2019-10-02,28000,32500,35000,광어,가락
2019-10-04,28000,32560,35000,광어,가락
2019-10-05,28000,32270,35000,광어,가락
2019-10-06,28000,32220,35000,광어,가락
2019-10-07,28000,32000,35000,광어,가락
2019-10-08,28000,33000,35000,광어,가락
2019-10-10,28000,33000,35000,광어,가락
2019-10-11,28000,32220,35000,광어,가락
2019-10-12,28000,33000,35000,광어,가락
2019-10-13,28000,33000,35000,광어,가락
2019-10-14,28000,33000,35000,광어,가락
2019-10-15,28000,33000,35000,광어,가락
2019-10-16,28000,32800,35000,광어,가락
2019-10-17,28000,33000,35000,광어,가락
2019-10-18,30000,33560,35000,광어,가락
2019-10-19,28000,33000,35000,광어,가락
2019-10-20,28000,32730,35000,광어,가락
2019-10-21,28000,32780,35000,광어,가락
2019-10-22,28000,33000,35000,광어,가락
2019-10-23,28000,33000,35000,광어,가락
2019-10-24,28000,33000,35000,광어,가락
2019-10-25,28000,32730,35000,광어,가락
2019-10-26,28000,33000,35000,광어,가락
2019-10-27,28000,32730,35000,광어,가락
2019-10-28,28000,32730,35000,광어,가락
2019-10-29,28000,33330,35000,광어,가락
2019-10-30,28000,33000,35000,광어,가락
2019-10-31,28000,33000,35000,광어,가락
2019-11-01,28000,32560,35000,광어,가락
2019-11-02,28000,32730,35000,광어,가락
2019-11-03,28000,32730,35000,광어,가락
2019-11-04,19800,31800,35000,광어,가락
2019-11-05,19800,31800,35000,광어,가락
2019-11-06,28000,32780,35000,광어,가락
2019-11-07,28000,32500,35000,광어,가락
2019-11-08,28000,33000,35000,광어,가락
2019-11-09,28000,33000,35000,광어,가락
2019-11-10,28000,32730,35000,광어,가락
2019-11-11,28000,32780,35000,광어,가락
2019-11-12,28000,32560,35000,광어,가락
2019-11-13,28000,32500,35000,광어,가락
2019-11-14,28000,32220,35000,광어,가락
2019-11-15,28000,32300,35000,광어,가락
2019-11-16,28000,32220,35000,광어,가락
2019-11-17,28000,32220,35000,광어,가락
2019-11-18,28000,32270,35000,광어,가락
2019-11-19,28000,32780,35000,광어,가락
2019-11-20,28000,32500,35000,광어,가락
2019-11-21,28000,32500,35000,광어,가락
2019-11-22,28000,32500,35000,광어,가락
2019-11-23,28000,32500,35000,광어,가락
2019-11-24,28000,32270,35000,광어,가락
2019-11-25,28000,32500,35000,광어,가락
2019-11-26,28000,32560,35000,광어,가락
2019-11-27,28000,32250,35000,광어,가락
2019-11-28,28000,32500,35000,광어,가락
2019-11-29,28000,32270,35000,광어,가락
2019-11-30,28000,32500,35000,광어,가락
2019-12-01,28000,32560,35000,광어,가락
2019-12-02,28000,32560,35000,광어,가락
2019-12-03,28000,32270,35000,광어,가락
2019-12-04,28000,32270,35000,광어,가락
2019-12-05,28000,32220,35000,광어,가락
2019-12-06,28000,31860,35000,광어,가락
2019-12-07,28000,32500,35000,광어,가락
2019-12-08,30000,32700,35000,광어,가락
2019-12-09,30000,33000,35000,광어,가락
2019-12-10,28000,32500,35000,광어,가락
2019-12-11,28000,32270,35000,광어,가락
2019-12-12,28000,32500,35000,광어,가락
2019-12-13,28000,32220,35000,광어,가락
2019-12-14,28000,32780,35000,광어,가락
2019-12-15,28000,32500,35000,광어,가락
2019-12-16,28000,32270,35000,광어,가락
2019-12-17,28000,32500,35000,광어,가락
2019-12-18,28000,32270,35000,광어,가락
2019-12-19,28000,32270,35000,광어,가락
2019-12-20,28000,32250,35000,광어,가락
2019-12-21,28000,32270,35000,광어,가락
2019-12-22,25000,32270,35000,광어,가락
2019-12-23,25000,32000,35000,광어,가락
2019-12-24,25000,31880,35000,광어,가락
2019-12-25,25000,32000,35000,광어,가락
2019-12-26,25000,32000,35000,광어,가락
2019-12-27,25000,31670,35000,광어,가락
2019-12-28,25000,31820,35000,광어,가락
2019-12-29,25000,31670,35000,광어,가락
2019-12-30,25000,32220,35000,광어,가락
2019-12-31,25000,32000,35000,광어,가락
2020-01-01,25000,32200,35000,광어,가락
2020-01-02,25000,32200,35000,광어,가락
