priceDate,market,광어_avgPrice,농어_avgPrice,대게_avgPrice,방어_avgPrice,연어_avgPrice,우럭_avgPrice,참돔_avgPrice
2017-05-16,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-17,가락시장,31880.0,28000.0,35430.0,,4240.0,,34000.0
2017-05-17,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-17,구리농수산물시장,,30000.0,33330.0,,3420.0,,
2017-05-17,노량진시장,30000.0,28750.0,26500.0,,4250.0,,33330.0
2017-05-17,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-17,부산민락어민활어직판장,30000.0,,,,,,
2017-05-17,소래포구종합어시장,,,50000.0,,,,
2017-05-17,수원농수산물시장,,,30000.0,,,,
2017-05-17,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-18,가락시장,31880.0,28000.0,36330.0,,4190.0,,34000.0
2017-05-18,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-18,구리농수산물시장,,30000.0,33330.0,,3420.0,,
2017-05-18,노량진시장,30000.0,28750.0,26500.0,,4250.0,,33330.0
2017-05-18,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-18,부산민락어민활어직판장,30000.0,,,,,,
2017-05-18,소래포구종합어시장,,,50000.0,,,,
2017-05-18,수원농수산물시장,,,30000.0,,,,
2017-05-18,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-19,가락시장,32140.0,28500.0,36140.0,,4340.0,,37000.0
2017-05-19,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-19,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-19,노량진시장,30000.0,28750.0,26000.0,,4250.0,,33330.0
2017-05-19,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-19,부산민락어민활어직판장,30000.0,,,,,,
2017-05-19,소래포구종합어시장,,,50000.0,,,,
2017-05-19,수원농수산물시장,,,30000.0,,,,
2017-05-19,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-20,가락시장,31880.0,28000.0,35380.0,,4240.0,,35830.0
2017-05-20,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-20,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-20,노량진시장,30000.0,28750.0,25000.0,,4250.0,,33330.0
2017-05-20,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-20,부산민락어민활어직판장,30000.0,,,,,,
2017-05-20,소래포구종합어시장,,,40000.0,,,,
2017-05-20,수원농수산물시장,,,30000.0,,,,
2017-05-20,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-21,가락시장,31880.0,28000.0,35380.0,,4240.0,,35830.0
2017-05-21,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-21,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-21,노량진시장,30000.0,28750.0,25000.0,,4250.0,,33330.0
2017-05-21,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-21,부산민락어민활어직판장,30000.0,,,,,,
2017-05-21,소래포구종합어시장,,,40000.0,,,,
2017-05-21,수원농수산물시장,,,30000.0,,,,
2017-05-21,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-22,가락시장,32500.0,28000.0,34000.0,,4240.0,,35830.0
2017-05-22,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-22,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-22,노량진시장,30000.0,28750.0,25000.0,,4250.0,,33330.0
2017-05-22,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-22,부산민락어민활어직판장,30000.0,,,,,,
2017-05-22,소래포구종합어시장,,,40000.0,,,,
2017-05-22,수원농수산물시장,,,30000.0,,,,
2017-05-22,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-23,가락시장,33130.0,28000.0,34750.0,,4240.0,,35830.0
2017-05-23,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-23,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-23,노량진시장,30000.0,28750.0,25000.0,,4250.0,,33330.0
2017-05-23,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-23,부산민락어민활어직판장,30000.0,,,,,,
2017-05-23,소래포구종합어시장,,,40000.0,,,,
2017-05-23,수원농수산물시장,,,30000.0,,,,
2017-05-23,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-24,가락시장,32860.0,28000.0,35430.0,,4190.0,,36000.0
2017-05-24,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-24,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-24,노량진시장,30000.0,28750.0,25000.0,,4250.0,,33330.0
2017-05-24,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-24,부산민락어민활어직판장,30000.0,,,,,,
2017-05-24,소래포구종합어시장,,,40000.0,,,,
2017-05-24,수원농수산물시장,,,30000.0,,,,
2017-05-24,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-25,가락시장,33130.0,28000.0,34000.0,,4190.0,,35830.0
2017-05-25,강서농수산물시장,30000.0,30000.0,25000.0,,3340.0,,35000.0
2017-05-25,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-25,노량진시장,30000.0,28750.0,25000.0,,4250.0,,33330.0
2017-05-25,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-25,부산민락어민활어직판장,30000.0,,,,,,
2017-05-25,소래포구종합어시장,,,40000.0,,,,
2017-05-25,수원농수산물시장,,,30000.0,,,,
2017-05-25,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-26,가락시장,33130.0,27670.0,34000.0,,4240.0,,29200.0
2017-05-26,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-26,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-26,노량진시장,30000.0,28750.0,26000.0,,4250.0,,31000.0
2017-05-26,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-26,부산민락어민활어직판장,30000.0,,,,,,
2017-05-26,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-05-26,수원농수산물시장,,,30000.0,,,,
2017-05-26,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-27,가락시장,33130.0,27670.0,33830.0,,4240.0,,29200.0
2017-05-27,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-27,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-27,노량진시장,30000.0,28750.0,25670.0,,4250.0,,31000.0
2017-05-27,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-27,부산민락어민활어직판장,30000.0,,,,,,
2017-05-27,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-05-27,수원농수산물시장,,,30000.0,,,,
2017-05-27,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-28,가락시장,33130.0,27670.0,33830.0,,4240.0,,29200.0
2017-05-28,강서농수산물시장,31670.0,31670.0,25000.0,,3340.0,,35000.0
2017-05-28,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-05-28,노량진시장,30000.0,28750.0,25670.0,,4250.0,,31000.0
2017-05-28,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-28,부산민락어민활어직판장,30000.0,,,,,,
2017-05-28,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-05-28,수원농수산물시장,,,30000.0,,,,
2017-05-28,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-29,가락시장,33130.0,28000.0,34000.0,,4240.0,,35830.0
2017-05-29,강서농수산물시장,30000.0,30000.0,25000.0,,3340.0,,35000.0
2017-05-29,구리농수산물시장,,30000.0,27000.0,,3420.0,,
2017-05-29,노량진시장,30000.0,27500.0,26000.0,,4250.0,,33330.0
2017-05-29,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-29,부산민락어민활어직판장,30000.0,,,,,,
2017-05-29,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-05-29,수원농수산물시장,,,30000.0,,,,
2017-05-29,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-30,가락시장,33570.0,27670.0,35000.0,,4190.0,,36000.0
2017-05-30,강서농수산물시장,32500.0,30000.0,27000.0,,3340.0,,35000.0
2017-05-30,구리농수산물시장,,30000.0,28000.0,,3340.0,,
2017-05-30,노량진시장,30000.0,27500.0,26000.0,,4250.0,,33330.0
2017-05-30,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-30,부산민락어민활어직판장,30000.0,,,,,,
2017-05-30,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-05-30,수원농수산물시장,,,30000.0,,,,
2017-05-30,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-05-31,가락시장,33130.0,28000.0,35000.0,,4240.0,,35830.0
2017-05-31,강서농수산물시장,31670.0,31670.0,27000.0,,3340.0,,35000.0
2017-05-31,구리농수산물시장,,30000.0,32000.0,,3420.0,,
2017-05-31,노량진시장,30000.0,30000.0,27000.0,,4250.0,,33330.0
2017-05-31,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-05-31,부산민락어민활어직판장,30000.0,,,,,,
2017-05-31,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-05-31,수원농수산물시장,,,30000.0,,,,
2017-05-31,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-01,가락시장,33130.0,28000.0,35000.0,,4290.0,,35830.0
2017-06-01,강서농수산물시장,31670.0,31670.0,27000.0,,3340.0,,35000.0
2017-06-01,구리농수산물시장,,30000.0,28500.0,,3340.0,,
2017-06-01,노량진시장,30000.0,30000.0,28670.0,,4250.0,,33330.0
2017-06-01,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-01,부산민락어민활어직판장,30000.0,,,,,,
2017-06-01,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-01,수원농수산물시장,,,30000.0,,,,
2017-06-01,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-02,가락시장,33130.0,27670.0,35000.0,,4300.0,,34000.0
2017-06-02,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-02,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-02,노량진시장,30000.0,30000.0,29670.0,,4250.0,,33330.0
2017-06-02,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-02,부산민락어민활어직판장,30000.0,,,,,,
2017-06-02,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-02,수원농수산물시장,,,30000.0,,,,
2017-06-02,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-03,가락시장,33130.0,28000.0,35000.0,,4290.0,,35830.0
2017-06-03,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-03,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-03,노량진시장,30000.0,30000.0,31330.0,,4280.0,,32500.0
2017-06-03,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-03,부산민락어민활어직판장,30000.0,,,,,,
2017-06-03,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-03,수원농수산물시장,,,30000.0,,,,
2017-06-03,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-04,가락시장,33130.0,28000.0,35000.0,,4290.0,,35830.0
2017-06-04,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-04,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-04,노량진시장,30000.0,30000.0,31330.0,,4280.0,,32500.0
2017-06-04,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-04,부산민락어민활어직판장,30000.0,,,,,,
2017-06-04,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-04,수원농수산물시장,,,30000.0,,,,
2017-06-04,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-05,가락시장,33130.0,28000.0,35000.0,,4290.0,,35830.0
2017-06-05,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-05,구리농수산물시장,,30000.0,28500.0,,3340.0,,
2017-06-05,노량진시장,30000.0,30000.0,29330.0,,4250.0,,33330.0
2017-06-05,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-05,부산민락어민활어직판장,30000.0,,,,,,
2017-06-05,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-05,수원농수산물시장,,,30000.0,,,,
2017-06-05,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-06,가락시장,33130.0,28000.0,35000.0,,4290.0,,35830.0
2017-06-06,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-06,구리농수산물시장,,30000.0,28500.0,,3340.0,,
2017-06-06,노량진시장,30000.0,30000.0,29000.0,,4250.0,,33330.0
2017-06-06,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-06,부산민락어민활어직판장,30000.0,,,,,,
2017-06-06,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-06,수원농수산물시장,,,30000.0,,,,
2017-06-06,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-07,가락시장,33130.0,28000.0,35710.0,,4290.0,,35830.0
2017-06-07,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-07,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-07,노량진시장,32500.0,30000.0,29000.0,,4250.0,,33330.0
2017-06-07,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-07,부산민락어민활어직판장,30000.0,,,,,,
2017-06-07,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-07,수원농수산물시장,,,30000.0,,,,
2017-06-07,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-08,가락시장,33570.0,27670.0,35710.0,,4300.0,,36000.0
2017-06-08,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-08,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-08,노량진시장,32500.0,30000.0,31330.0,,4250.0,,33330.0
2017-06-08,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-08,부산민락어민활어직판장,30000.0,,,,,,
2017-06-08,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-08,수원농수산물시장,,,30000.0,,,,
2017-06-08,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-09,가락시장,33130.0,28000.0,35710.0,,4290.0,,35830.0
2017-06-09,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-09,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-09,노량진시장,32500.0,30000.0,31500.0,,4250.0,,33330.0
2017-06-09,마포농수산물시장,35000.0,40000.0,,,3340.0,,
2017-06-09,부산민락어민활어직판장,30000.0,,,,,,
2017-06-09,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-09,수원농수산물시장,,,30000.0,,,,
2017-06-09,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-10,가락시장,32250.0,28000.0,35710.0,,4290.0,,35710.0
2017-06-10,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-10,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-10,노량진시장,32500.0,30000.0,30670.0,,4250.0,,32500.0
2017-06-10,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-10,부산민락어민활어직판장,30000.0,,,,,,
2017-06-10,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-10,수원농수산물시장,,,30000.0,,,,
2017-06-10,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-11,가락시장,32250.0,28000.0,35710.0,,4290.0,,35710.0
2017-06-11,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-11,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-11,노량진시장,32500.0,30000.0,30670.0,,4250.0,,32500.0
2017-06-11,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-11,부산민락어민활어직판장,30000.0,,,,,,
2017-06-11,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-11,수원농수산물시장,,,30000.0,,,,
2017-06-11,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-12,가락시장,32860.0,27570.0,35000.0,,4190.0,,35830.0
2017-06-12,강서농수산물시장,30000.0,32500.0,30000.0,,3340.0,,35000.0
2017-06-12,구리농수산물시장,,30000.0,28500.0,,3340.0,,
2017-06-12,노량진시장,32500.0,30000.0,31000.0,,4250.0,,32500.0
2017-06-12,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-12,부산민락어민활어직판장,30000.0,,,,,,
2017-06-12,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-12,수원농수산물시장,,,30000.0,,,,
2017-06-12,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-13,가락시장,32140.0,27630.0,36670.0,,4240.0,,35630.0
2017-06-13,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-13,구리농수산물시장,,30000.0,32330.0,,3500.0,,
2017-06-13,노량진시장,32500.0,30000.0,31000.0,,4250.0,,32500.0
2017-06-13,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-13,부산민락어민활어직판장,30000.0,,,,,,
2017-06-13,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-13,수원농수산물시장,,,30000.0,,,,
2017-06-13,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-14,가락시장,32500.0,27630.0,38330.0,,4290.0,,35560.0
2017-06-14,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-14,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-14,노량진시장,32500.0,30000.0,30000.0,,4250.0,,32500.0
2017-06-14,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-14,부산민락어민활어직판장,30000.0,,,,,,
2017-06-14,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-14,수원농수산물시장,,,30000.0,,,,
2017-06-14,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-15,가락시장,32500.0,27630.0,36000.0,,4290.0,,35560.0
2017-06-15,강서농수산물시장,31670.0,31670.0,30000.0,,3340.0,,35000.0
2017-06-15,구리농수산물시장,,30000.0,32330.0,,3420.0,,
2017-06-15,노량진시장,32500.0,30000.0,30000.0,,4250.0,,32500.0
2017-06-15,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-15,부산민락어민활어직판장,30000.0,,,,,,
2017-06-15,소래포구종합어시장,30000.0,35000.0,40000.0,,,,
2017-06-15,수원농수산물시장,,,30000.0,,,,
2017-06-15,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-16,가락시장,32500.0,27630.0,36670.0,,4290.0,,35560.0
2017-06-16,강서농수산물시장,33330.0,31670.0,30000.0,,3340.0,,37500.0
2017-06-16,구리농수산물시장,,30000.0,33000.0,,3420.0,,
2017-06-16,노량진시장,32500.0,30000.0,30000.0,,4250.0,,32500.0
2017-06-16,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-16,부산민락어민활어직판장,30000.0,,,,,,
2017-06-16,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-16,수원농수산물시장,,,30000.0,,,,
2017-06-16,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-17,가락시장,32500.0,27630.0,36670.0,,4290.0,,35630.0
2017-06-17,강서농수산물시장,33330.0,31670.0,30000.0,,3340.0,,37500.0
2017-06-17,구리농수산물시장,,30000.0,33000.0,,3420.0,,
2017-06-17,노량진시장,32500.0,30000.0,30670.0,,4250.0,,32500.0
2017-06-17,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-17,부산민락어민활어직판장,30000.0,,,,,,
2017-06-17,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-17,수원농수산물시장,,,30000.0,,,,
2017-06-17,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-18,가락시장,32500.0,27630.0,36670.0,,4290.0,,35630.0
2017-06-18,강서농수산물시장,33330.0,31670.0,30000.0,,3340.0,,37500.0
2017-06-18,구리농수산물시장,,30000.0,33000.0,,3420.0,,
2017-06-18,노량진시장,32500.0,30000.0,30670.0,,4250.0,,32500.0
2017-06-18,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-18,부산민락어민활어직판장,30000.0,,,,,,
2017-06-18,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-18,수원농수산물시장,,,30000.0,,,,
2017-06-18,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-19,가락시장,32500.0,27630.0,37500.0,,4290.0,,35630.0
2017-06-19,강서농수산물시장,33330.0,31670.0,30000.0,,3340.0,,37500.0
2017-06-19,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-19,노량진시장,32500.0,30000.0,30000.0,,4250.0,,32500.0
2017-06-19,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-19,부산민락어민활어직판장,30000.0,,,,,,
2017-06-19,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-19,수원농수산물시장,,,30000.0,,,,
2017-06-19,안양평촌농수산물시장,,30000.0,,,3500.0,,
2017-06-20,가락시장,31880.0,27630.0,37500.0,,4240.0,,35710.0
2017-06-20,강서농수산물시장,33330.0,31670.0,30000.0,,3340.0,,37500.0
2017-06-20,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-20,노량진시장,32500.0,30000.0,30000.0,,4250.0,,32500.0
2017-06-20,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-20,부산민락어민활어직판장,30000.0,,,,,,
2017-06-20,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-20,수원농수산물시장,,,30000.0,,,,
2017-06-20,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-21,가락시장,31880.0,27630.0,37500.0,,4290.0,,35630.0
2017-06-21,강서농수산물시장,33330.0,31670.0,30000.0,,3340.0,,37500.0
2017-06-21,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-21,노량진시장,32500.0,30000.0,32000.0,,4250.0,,32500.0
2017-06-21,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-21,부산민락어민활어직판장,30000.0,,,,,,
2017-06-21,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-21,수원농수산물시장,,,30000.0,,,,
2017-06-21,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-22,가락시장,32140.0,27290.0,37500.0,,4300.0,,35710.0
2017-06-22,강서농수산물시장,33330.0,31670.0,30000.0,,3340.0,,37500.0
2017-06-22,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-22,노량진시장,32500.0,30000.0,32670.0,,4250.0,,32500.0
2017-06-22,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-22,부산민락어민활어직판장,30000.0,,,,,,
2017-06-22,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-22,수원농수산물시장,,,30000.0,,,,
2017-06-22,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-23,가락시장,31880.0,27630.0,39670.0,,4290.0,,35630.0
2017-06-23,강서농수산물시장,33330.0,31670.0,35000.0,,3340.0,,37500.0
2017-06-23,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-23,노량진시장,32500.0,30000.0,32000.0,,4250.0,,32500.0
2017-06-23,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-23,부산민락어민활어직판장,30000.0,,,,,,
2017-06-23,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-23,수원농수산물시장,,,30000.0,,,,
2017-06-23,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-24,가락시장,31880.0,27630.0,40000.0,,4290.0,,35630.0
2017-06-24,강서농수산물시장,33330.0,31670.0,35000.0,,3340.0,,37500.0
2017-06-24,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-24,노량진시장,32500.0,30000.0,30670.0,,4250.0,,32500.0
2017-06-24,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-24,부산민락어민활어직판장,30000.0,,,,,,
2017-06-24,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-24,수원농수산물시장,,,30000.0,,,,
2017-06-24,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-25,가락시장,31880.0,27630.0,40000.0,,4290.0,,35630.0
2017-06-25,강서농수산물시장,33330.0,31670.0,35000.0,,3340.0,,37500.0
2017-06-25,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-25,노량진시장,32500.0,30000.0,30670.0,,4110.0,,32500.0
2017-06-25,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-25,부산민락어민활어직판장,30000.0,,,,,,
2017-06-25,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-25,수원농수산물시장,,,30000.0,,,,
2017-06-25,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-26,가락시장,31430.0,27570.0,40000.0,,4240.0,,35630.0
2017-06-26,강서농수산물시장,33330.0,31670.0,35000.0,,3340.0,,37500.0
2017-06-26,구리농수산물시장,,30000.0,29500.0,,3340.0,,
2017-06-26,노량진시장,32500.0,30000.0,29330.0,,4250.0,,32500.0
2017-06-26,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-26,부산민락어민활어직판장,30000.0,,,,,,
2017-06-26,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-26,수원농수산물시장,,,30000.0,,,,
2017-06-26,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-27,가락시장,31430.0,27290.0,40000.0,,4250.0,,35830.0
2017-06-27,강서농수산물시장,33330.0,31670.0,35000.0,,3340.0,,37500.0
2017-06-27,구리농수산물시장,,30000.0,29500.0,,3340.0,,
2017-06-27,노량진시장,32500.0,30000.0,29330.0,,4250.0,,32500.0
2017-06-27,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-27,부산민락어민활어직판장,30000.0,,,,,,
2017-06-27,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-27,수원농수산물시장,,,30000.0,,,,
2017-06-27,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-28,가락시장,31880.0,27630.0,40000.0,,4290.0,,35630.0
2017-06-28,강서농수산물시장,33330.0,31670.0,35000.0,,3340.0,,37500.0
2017-06-28,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-28,노량진시장,32500.0,30000.0,29330.0,,4250.0,,32500.0
2017-06-28,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-28,부산민락어민활어직판장,30000.0,,,,,,
2017-06-28,소래포구종합어시장,30000.0,35000.0,45000.0,,,,
2017-06-28,수원농수산물시장,,,30000.0,,,,
2017-06-28,안양평촌농수산물시장,,35000.0,,,3500.0,,
2017-06-29,가락시장,29750.0,27630.0,40000.0,,4290.0,,35630.0
2017-06-29,강서농수산물시장,33330.0,31670.0,32000.0,,3340.0,,37500.0
2017-06-29,구리농수산물시장,,30000.0,31330.0,,3420.0,,
2017-06-29,노량진시장,32500.0,30000.0,29330.0,,4250.0,,32500.0
2017-06-29,마포농수산물시장,35000.0,35000.0,,,3340.0,,
2017-06-29,부산민락어민활어직판장,30000.0,,,,,,
